i,j,shade,mid,file_name,partition,destroy_label,color
12.0,86.5,2.0,8.963970930374028,train/a_12.0_86.5_2_8.963970930374028.png,0,0,0
12.0,87.0,3.076094679195284,10.357987473526059,train/a_12.0_87.0_3.076094679195284_10.357987473526059.png,0,0,0
12.0,87.5,2.0,10.297260753468292,train/a_12.0_87.5_2_10.297260753468292.png,0,0,0
12.0,88.0,3.7368194993239943,10.445618750020099,train/a_12.0_88.0_3.7368194993239943_10.445618750020099.png,0,0,0
12.0,88.5,7.1004163855705515,5.258365260227608,train/a_12.0_88.5_7.1004163855705515_5.258365260227608.png,0,1,0
12.5,48.0,9.016342264203292,5.314379947561064,train/a_12.5_48.0_9.016342264203292_5.314379947561064.png,0,0,0
12.5,48.5,10.88032344676338,5.274777713843244,train/a_12.5_48.5_10.88032344676338_5.274777713843244.png,0,0,0
12.5,49.0,9.981477791272503,7.741173753142938,train/a_12.5_49.0_9.981477791272503_7.741173753142938.png,0,1,0
12.5,49.5,12.138243575916016,12.305024768155931,train/a_12.5_49.5_12.138243575916016_12.305024768155931.png,0,1,0
12.5,50.0,10.246917280227738,4.827158432513558,train/a_12.5_50.0_10.246917280227738_4.827158432513558.png,0,0,0
12.5,50.5,9.567517008371441,4.825152419671486,train/a_12.5_50.5_9.567517008371441_4.825152419671486.png,0,0,0
12.5,51.0,9.7788089986244,5.893254929288153,train/a_12.5_51.0_9.7788089986244_5.893254929288153.png,0,0,0
12.5,51.5,8.018331174007306,7.365696253724135,train/a_12.5_51.5_8.018331174007306_7.365696253724135.png,0,0,0
12.5,52.0,10.190977407494755,6.8346175835502745,train/a_12.5_52.0_10.190977407494755_6.8346175835502745.png,0,0,0
12.5,52.5,7.6781255672010005,4.628598208854718,train/a_12.5_52.5_7.6781255672010005_4.628598208854718.png,0,0,0
12.5,53.0,8.454450748769727,6.712137946967235,train/a_12.5_53.0_8.454450748769727_6.712137946967235.png,0,0,0
12.5,53.5,9.70762199773878,6.672602336352635,train/a_12.5_53.5_9.70762199773878_6.672602336352635.png,0,0,0
12.5,54.0,8.940026822593463,6.2985334773821915,train/a_12.5_54.0_8.940026822593463_6.2985334773821915.png,0,0,0
12.5,54.5,7.234456313868634,7.326779433037409,train/a_12.5_54.5_7.234456313868634_7.326779433037409.png,0,0,0
12.5,55.0,9.463030009590586,6.275116210237916,train/a_12.5_55.0_9.463030009590586_6.275116210237916.png,0,0,0
12.5,55.5,8.920823557403683,7.006955762092171,train/a_12.5_55.5_8.920823557403683_7.006955762092171.png,0,0,0
12.5,56.0,8.598478729612212,6.80732818761219,train/a_12.5_56.0_8.598478729612212_6.80732818761219.png,0,0,0
12.5,56.5,6.6149703897222825,6.456088354933223,train/a_12.5_56.5_6.6149703897222825_6.456088354933223.png,0,0,0
12.5,57.0,9.420317448659894,5.471082075015328,train/a_12.5_57.0_9.420317448659894_5.471082075015328.png,0,0,0
12.5,57.5,8.222700595236242,6.4963538456777785,train/a_12.5_57.5_8.222700595236242_6.4963538456777785.png,0,0,0
12.5,58.0,7.397816334520799,6.277369881590536,train/a_12.5_58.0_7.397816334520799_6.277369881590536.png,0,0,0
12.5,58.5,8.462194932092224,6.8110720800817335,train/a_12.5_58.5_8.462194932092224_6.8110720800817335.png,0,0,0
12.5,59.0,8.082414819469417,5.941724256325307,train/a_12.5_59.0_8.082414819469417_5.941724256325307.png,0,0,0
12.5,59.5,7.31738204957316,7.558468452549891,train/a_12.5_59.5_7.31738204957316_7.558468452549891.png,0,0,0
12.5,60.0,7.0753535008400785,7.879667460796275,train/a_12.5_60.0_7.0753535008400785_7.879667460796275.png,0,0,0
12.5,60.5,7.010036731333901,6.871292145047262,train/a_12.5_60.5_7.010036731333901_6.871292145047262.png,0,0,0
12.5,61.0,5.686581528223292,8.032723881006802,train/a_12.5_61.0_5.686581528223292_8.032723881006802.png,0,0,0
12.5,61.5,6.667787757053899,6.600272694989048,train/a_12.5_61.5_6.667787757053899_6.600272694989048.png,0,0,0
12.5,62.0,6.5096884860604,7.899414006904117,train/a_12.5_62.0_6.5096884860604_7.899414006904117.png,0,0,0
12.5,62.5,3.7955764356652995,7.984887987526188,train/a_12.5_62.5_3.7955764356652995_7.984887987526188.png,0,1,0
12.5,63.0,6.813039421562496,10.252920729211429,train/a_12.5_63.0_6.813039421562496_10.252920729211429.png,0,0,0
12.5,63.5,6.112455027114349,8.858439099776174,train/a_12.5_63.5_6.112455027114349_8.858439099776174.png,0,0,0
12.5,64.0,5.2554528130934415,10.567882888818685,train/a_12.5_64.0_5.2554528130934415_10.567882888818685.png,0,0,0
12.5,64.5,8.3179085522019,8.09448839724087,train/a_12.5_64.5_8.3179085522019_8.09448839724087.png,0,0,0
12.5,65.0,6.550819957322232,7.595078764477406,train/a_12.5_65.0_6.550819957322232_7.595078764477406.png,0,0,0
12.5,65.5,5.425870760552591,9.428865427949562,train/a_12.5_65.5_5.425870760552591_9.428865427949562.png,0,0,0
12.5,66.0,6.230176988119278,4.4826568258666075,train/a_12.5_66.0_6.230176988119278_4.4826568258666075.png,0,1,0
12.5,66.5,4.709924685780314,9.450600919900307,train/a_12.5_66.5_4.709924685780314_9.450600919900307.png,0,0,0
12.5,67.0,5.819442472674445,9.995904390419492,train/a_12.5_67.0_5.819442472674445_9.995904390419492.png,0,0,0
12.5,67.5,5.758670585990727,10.052905138801993,train/a_12.5_67.5_5.758670585990727_10.052905138801993.png,0,0,0
12.5,68.0,5.600574707800385,9.94982214014229,train/a_12.5_68.0_5.600574707800385_9.94982214014229.png,0,0,0
12.5,68.5,9.852030298109131,7.898993147781889,train/a_12.5_68.5_9.852030298109131_7.898993147781889.png,0,1,0
12.5,69.0,6.095736840521801,8.962212394123652,train/a_12.5_69.0_6.095736840521801_8.962212394123652.png,0,0,0
12.5,69.5,4.670109635540687,6.954301804267048,train/a_12.5_69.5_4.670109635540687_6.954301804267048.png,0,1,0
12.5,70.0,3.868822322843613,7.39378684357078,train/a_12.5_70.0_3.868822322843613_7.39378684357078.png,0,0,0
12.5,70.5,3.761133363732104,9.668336579533724,train/a_12.5_70.5_3.761133363732104_9.668336579533724.png,0,0,0
12.5,71.0,5.8177534901798715,8.643842073649482,train/a_12.5_71.0_5.8177534901798715_8.643842073649482.png,0,0,0
12.5,71.5,2.097667791716627,5.733418524350558,train/a_12.5_71.5_2.097667791716627_5.733418524350558.png,0,1,0
12.5,72.0,4.000168104606598,10.292093314895718,train/a_12.5_72.0_4.000168104606598_10.292093314895718.png,0,0,0
12.5,72.5,3.0841413754633,7.709281088058972,train/a_12.5_72.5_3.0841413754633_7.709281088058972.png,0,0,0
12.5,73.0,3.9203898288383314,8.700592058451333,train/a_12.5_73.0_3.9203898288383314_8.700592058451333.png,0,0,0
12.5,73.5,7.845513909040195,4.670670417956414,train/a_12.5_73.5_7.845513909040195_4.670670417956414.png,0,1,0
12.5,74.0,4.607804858717335,8.629607342272816,train/a_12.5_74.0_4.607804858717335_8.629607342272816.png,0,1,0
12.5,74.5,4.7115621452881795,9.117814984716095,train/a_12.5_74.5_4.7115621452881795_9.117814984716095.png,0,0,0
12.5,75.0,6.142986325585302,8.828419146172221,train/a_12.5_75.0_6.142986325585302_8.828419146172221.png,0,1,0
12.5,75.5,5.060470964275926,10.264644928714619,train/a_12.5_75.5_5.060470964275926_10.264644928714619.png,0,0,0
12.5,76.0,2.0,9.518686324101381,train/a_12.5_76.0_2_9.518686324101381.png,0,0,0
12.5,76.5,3.943564312071715,11.319913455071253,train/a_12.5_76.5_3.943564312071715_11.319913455071253.png,0,0,0
12.5,77.0,3.310134033826014,9.469056005646054,train/a_12.5_77.0_3.310134033826014_9.469056005646054.png,0,0,0
12.5,77.5,5.526121425673872,9.15373606847728,train/a_12.5_77.5_5.526121425673872_9.15373606847728.png,0,0,0
12.5,78.0,3.141978927627187,11.761222857595808,train/a_12.5_78.0_3.141978927627187_11.761222857595808.png,0,0,0
12.5,78.5,5.308900107071766,9.701897143275007,train/a_12.5_78.5_5.308900107071766_9.701897143275007.png,0,0,0
12.5,79.0,5.435181366046416,9.247763130819823,train/a_12.5_79.0_5.435181366046416_9.247763130819823.png,0,0,0
12.5,79.5,3.529103232726345,10.202531334303687,train/a_12.5_79.5_3.529103232726345_10.202531334303687.png,0,0,0
12.5,80.0,5.394241328253072,8.077604273828673,train/a_12.5_80.0_5.394241328253072_8.077604273828673.png,0,1,0
12.5,80.5,4.446030555776003,11.540517128312127,train/a_12.5_80.5_4.446030555776003_11.540517128312127.png,0,0,0
12.5,81.0,7.710014741734622,7.587743459207516,train/a_12.5_81.0_7.710014741734622_7.587743459207516.png,0,1,0
12.5,81.5,3.407723131967874,7.146613844539093,train/a_12.5_81.5_3.407723131967874_7.146613844539093.png,0,0,0
12.5,82.0,2.0,10.064568792988066,train/a_12.5_82.0_2_10.064568792988066.png,0,0,0
12.5,82.5,4.01886408659589,10.286550594370285,train/a_12.5_82.5_4.01886408659589_10.286550594370285.png,0,0,0
12.5,83.0,4.188579327003616,10.490317945139667,train/a_12.5_83.0_4.188579327003616_10.490317945139667.png,0,0,0
12.5,83.5,2.8046536952786334,8.615352367671662,train/a_12.5_83.5_2.8046536952786334_8.615352367671662.png,0,0,0
12.5,84.0,4.7668515381448975,8.013532573937725,train/a_12.5_84.0_4.7668515381448975_8.013532573937725.png,0,0,0
12.5,84.5,3.003385935808895,10.199489874352064,train/a_12.5_84.5_3.003385935808895_10.199489874352064.png,0,0,0
12.5,85.0,2.4183783191351353,10.43765959068602,train/a_12.5_85.0_2.4183783191351353_10.43765959068602.png,0,0,0
12.5,85.5,2.0,11.774049299520627,train/a_12.5_85.5_2_11.774049299520627.png,0,0,0
12.5,86.0,2.3397033250358343,11.343418735480395,train/a_12.5_86.0_2.3397033250358343_11.343418735480395.png,0,0,0
12.5,86.5,11.107485026566328,5.842632908058876,train/a_12.5_86.5_11.107485026566328_5.842632908058876.png,0,1,0
12.5,87.0,2.806112925000179,12.389013472024288,train/a_12.5_87.0_2.806112925000179_12.389013472024288.png,0,1,0
12.5,87.5,2.5503816382051183,10.636237369873896,train/a_12.5_87.5_2.5503816382051183_10.636237369873896.png,0,0,0
12.5,88.0,2.9241867686569103,9.979467250289016,train/a_12.5_88.0_2.9241867686569103_9.979467250289016.png,0,0,0
12.5,88.5,4.523899098997406,10.313677556306748,train/a_12.5_88.5_4.523899098997406_10.313677556306748.png,0,0,0
13.0,48.0,9.575582236017524,5.849045444753582,train/a_13.0_48.0_9.575582236017524_5.849045444753582.png,0,0,0
13.0,48.5,9.916805992769625,4.195797251634488,train/a_13.0_48.5_9.916805992769625_4.195797251634488.png,0,0,0
13.0,49.0,9.458638049964161,3.390121715583196,train/a_13.0_49.0_9.458638049964161_3.390121715583196.png,0,0,0
13.0,49.5,10.408498812909098,6.447187231141213,train/a_13.0_49.5_10.408498812909098_6.447187231141213.png,0,0,0
13.0,50.0,3.8949726703203447,11.849398968004305,train/a_13.0_50.0_3.8949726703203447_11.849398968004305.png,0,1,0
13.0,50.5,9.753820634282595,4.012277559444724,train/a_13.0_50.5_9.753820634282595_4.012277559444724.png,0,0,0
13.0,51.0,9.533882498079187,5.451570994795815,train/a_13.0_51.0_9.533882498079187_5.451570994795815.png,0,0,0
13.0,51.5,3.4442808066287727,4.591298741868201,train/a_13.0_51.5_3.4442808066287727_4.591298741868201.png,0,1,0
13.0,52.0,8.387568744128416,5.6222762580795616,train/a_13.0_52.0_8.387568744128416_5.6222762580795616.png,0,0,0
13.0,52.5,8.988702047771636,6.933124291767336,train/a_13.0_52.5_8.988702047771636_6.933124291767336.png,0,0,0
13.0,53.0,8.257569969537089,6.574512443512259,train/a_13.0_53.0_8.257569969537089_6.574512443512259.png,0,0,0
13.0,53.5,9.500386603165369,5.9746794959714915,train/a_13.0_53.5_9.500386603165369_5.9746794959714915.png,0,0,0
13.0,54.0,10.47029417996122,6.2168878393039195,train/a_13.0_54.0_10.47029417996122_6.2168878393039195.png,0,0,0
13.0,54.5,8.912936729282068,5.97046256943192,train/a_13.0_54.5_8.912936729282068_5.97046256943192.png,0,0,0
13.0,55.0,9.262087476552265,7.363488237974514,train/a_13.0_55.0_9.262087476552265_7.363488237974514.png,0,0,0
13.0,55.5,4.561956063053142,10.807193052686198,train/a_13.0_55.5_4.561956063053142_10.807193052686198.png,0,1,0
13.0,56.0,8.345670866931435,6.009664554837995,train/a_13.0_56.0_8.345670866931435_6.009664554837995.png,0,0,0
13.0,56.5,7.7668165131779014,5.894937544298073,train/a_13.0_56.5_7.7668165131779014_5.894937544298073.png,0,0,0
13.0,57.0,8.488542704701043,7.610332265952261,train/a_13.0_57.0_8.488542704701043_7.610332265952261.png,0,0,0
13.0,57.5,2.4917440445963885,12.77956986482252,train/a_13.0_57.5_2.4917440445963885_12.77956986482252.png,0,1,0
13.0,58.0,4.654603266110739,6.513118868663197,train/a_13.0_58.0_4.654603266110739_6.513118868663197.png,0,1,0
13.0,58.5,6.469377959528684,7.174900677782091,train/a_13.0_58.5_6.469377959528684_7.174900677782091.png,0,0,0
13.0,59.0,6.134152043534502,7.313437251584941,train/a_13.0_59.0_6.134152043534502_7.313437251584941.png,0,0,0
13.0,59.5,7.235131326469656,7.388142199462811,train/a_13.0_59.5_7.235131326469656_7.388142199462811.png,0,0,0
13.0,60.0,8.159905835134202,7.873815119229594,train/a_13.0_60.0_8.159905835134202_7.873815119229594.png,0,0,0
13.0,60.5,9.658180418524182,5.330779300460366,train/a_13.0_60.5_9.658180418524182_5.330779300460366.png,0,1,0
13.0,61.0,7.839810802854333,7.535971457165635,train/a_13.0_61.0_7.839810802854333_7.535971457165635.png,0,1,0
13.0,61.5,7.116663885551224,8.628849432534787,train/a_13.0_61.5_7.116663885551224_8.628849432534787.png,0,0,0
13.0,62.0,6.221045526642241,5.085622448818682,train/a_13.0_62.0_6.221045526642241_5.085622448818682.png,0,1,0
13.0,62.5,7.2103462815353545,8.347088200876453,train/a_13.0_62.5_7.2103462815353545_8.347088200876453.png,0,0,0
13.0,63.0,6.497638685592935,8.22978600483276,train/a_13.0_63.0_6.497638685592935_8.22978600483276.png,0,0,0
13.0,63.5,5.6844587471382,9.467449668460816,train/a_13.0_63.5_5.6844587471382_9.467449668460816.png,0,0,0
13.0,64.0,4.603748219358648,9.48696305917594,train/a_13.0_64.0_4.603748219358648_9.48696305917594.png,0,0,0
13.0,64.5,6.567013359162932,8.094842860496906,train/a_13.0_64.5_6.567013359162932_8.094842860496906.png,0,0,0
13.0,65.0,5.630962702971059,9.389921227494987,train/a_13.0_65.0_5.630962702971059_9.389921227494987.png,0,0,0
13.0,65.5,6.317554177695033,11.88390067713774,train/a_13.0_65.5_6.317554177695033_11.88390067713774.png,0,0,0
13.0,66.0,5.063397144106599,6.768720645744089,train/a_13.0_66.0_5.063397144106599_6.768720645744089.png,0,0,0
13.0,66.5,9.009062817556973,4.6371410326011615,train/a_13.0_66.5_9.009062817556973_4.6371410326011615.png,0,1,0
13.0,67.0,6.380580681040147,10.051287950713109,train/a_13.0_67.0_6.380580681040147_10.051287950713109.png,0,0,0
13.0,67.5,7.199324213090937,7.393090785443908,train/a_13.0_67.5_7.199324213090937_7.393090785443908.png,0,0,0
13.0,68.0,5.84641277450677,8.392909886748512,train/a_13.0_68.0_5.84641277450677_8.392909886748512.png,0,1,0
13.0,68.5,10.758097797073495,8.517438023512506,train/a_13.0_68.5_10.758097797073495_8.517438023512506.png,0,1,0
13.0,69.0,4.187413637036126,5.961137645232629,train/a_13.0_69.0_4.187413637036126_5.961137645232629.png,0,1,0
13.0,69.5,6.863273897073561,7.7768954311556335,train/a_13.0_69.5_6.863273897073561_7.7768954311556335.png,0,0,0
13.0,70.0,11.037257309229696,11.71844153355865,train/a_13.0_70.0_11.037257309229696_11.71844153355865.png,0,1,0
13.0,70.5,3.1492404961820286,7.616006284456655,train/a_13.0_70.5_3.1492404961820286_7.616006284456655.png,0,1,0
13.0,71.0,5.003980531375561,7.551255067409154,train/a_13.0_71.0_5.003980531375561_7.551255067409154.png,0,0,0
13.0,71.5,6.4491090065020185,8.78793913018946,train/a_13.0_71.5_6.4491090065020185_8.78793913018946.png,0,0,0
13.0,72.0,11.090787400858527,9.71068951493108,train/a_13.0_72.0_11.090787400858527_9.71068951493108.png,0,1,0
13.0,72.5,4.275708520094116,10.242368923683127,train/a_13.0_72.5_4.275708520094116_10.242368923683127.png,0,0,0
13.0,73.0,5.097121335247676,11.558788698429067,train/a_13.0_73.0_5.097121335247676_11.558788698429067.png,0,0,0
13.0,73.5,5.422452633893675,8.018904183886782,train/a_13.0_73.5_5.422452633893675_8.018904183886782.png,0,0,0
13.0,74.0,4.634788739803257,9.201889219586837,train/a_13.0_74.0_4.634788739803257_9.201889219586837.png,0,0,0
13.0,74.5,3.490498313043455,5.344346368045321,train/a_13.0_74.5_3.490498313043455_5.344346368045321.png,0,1,0
13.0,75.0,2.9145895219928084,8.779191119304377,train/a_13.0_75.0_2.9145895219928084_8.779191119304377.png,0,0,0
13.0,75.5,4.218890354627955,7.890410513145933,train/a_13.0_75.5_4.218890354627955_7.890410513145933.png,0,0,0
13.0,76.0,12.023081407729205,12.769968455426916,train/a_13.0_76.0_12.023081407729205_12.769968455426916.png,0,1,0
13.0,76.5,5.145382522237952,9.614883602518262,train/a_13.0_76.5_5.145382522237952_9.614883602518262.png,0,0,0
13.0,77.0,3.7973412800620245,9.99743457994923,train/a_13.0_77.0_3.7973412800620245_9.99743457994923.png,0,0,0
13.0,77.5,5.072099366326576,9.551483498216538,train/a_13.0_77.5_5.072099366326576_9.551483498216538.png,0,0,0
13.0,78.0,4.380034517772523,11.12603045789584,train/a_13.0_78.0_4.380034517772523_11.12603045789584.png,0,0,0
13.0,78.5,2.9603461752348235,10.648472441389337,train/a_13.0_78.5_2.9603461752348235_10.648472441389337.png,0,0,0
13.0,79.0,3.4638256569543846,9.31163747525104,train/a_13.0_79.0_3.4638256569543846_9.31163747525104.png,0,0,0
13.0,79.5,3.348606008892577,9.829518288515727,train/a_13.0_79.5_3.348606008892577_9.829518288515727.png,0,0,0
13.0,80.0,5.090442818429308,7.413380144460744,train/a_13.0_80.0_5.090442818429308_7.413380144460744.png,0,0,0
13.0,80.5,9.351143380018904,11.509443691812756,train/a_13.0_80.5_9.351143380018904_11.509443691812756.png,0,1,0
13.0,81.0,2.0,11.545957205323827,train/a_13.0_81.0_2_11.545957205323827.png,0,0,0
13.0,81.5,4.974696817596993,9.997913117434845,train/a_13.0_81.5_4.974696817596993_9.997913117434845.png,0,0,0
13.0,82.0,5.20215722893687,6.646690000769839,train/a_13.0_82.0_5.20215722893687_6.646690000769839.png,0,1,0
13.0,82.5,3.7229537150762066,9.35464229682185,train/a_13.0_82.5_3.7229537150762066_9.35464229682185.png,0,0,0
13.0,83.0,2.855739460650951,8.946046278698454,train/a_13.0_83.0_2.855739460650951_8.946046278698454.png,0,1,0
13.0,83.5,6.433124248350233,6.217172488250254,train/a_13.0_83.5_6.433124248350233_6.217172488250254.png,0,1,0
13.0,84.0,3.0410471272059145,11.20095820942568,train/a_13.0_84.0_3.0410471272059145_11.20095820942568.png,0,0,0
13.0,84.5,6.074277164985066,8.657994120745789,train/a_13.0_84.5_6.074277164985066_8.657994120745789.png,0,0,0
13.0,85.0,10.005131795263335,11.524292508207619,train/a_13.0_85.0_10.005131795263335_11.524292508207619.png,0,1,0
13.0,85.5,2.224207247440706,10.255442801492297,train/a_13.0_85.5_2.224207247440706_10.255442801492297.png,0,0,0
13.0,86.0,4.130356942374702,10.66931559556966,train/a_13.0_86.0_4.130356942374702_10.66931559556966.png,0,0,0
13.0,86.5,2.957690324846425,8.6136958683805,train/a_13.0_86.5_2.957690324846425_8.6136958683805.png,0,1,0
13.0,87.0,2.192716801961244,11.325145305025694,train/a_13.0_87.0_2.192716801961244_11.325145305025694.png,0,0,0
13.0,87.5,3.2164787777721964,10.598455014085681,train/a_13.0_87.5_3.2164787777721964_10.598455014085681.png,0,0,0
13.0,88.0,6.027616671399611,8.94320627984423,train/a_13.0_88.0_6.027616671399611_8.94320627984423.png,0,1,0
13.0,88.5,2.0,9.511811596471063,train/a_13.0_88.5_2_9.511811596471063.png,0,0,0
13.5,48.0,11.613921343865304,4.303736334738767,train/a_13.5_48.0_11.613921343865304_4.303736334738767.png,0,0,0
13.5,48.5,4.9720579028005165,10.994181172194242,train/a_13.5_48.5_4.9720579028005165_10.994181172194242.png,0,1,0
13.5,49.0,10.42044925186591,8.509189396125626,train/a_13.5_49.0_10.42044925186591_8.509189396125626.png,0,0,0
13.5,49.5,9.461119334515631,7.1417979716518785,train/a_13.5_49.5_9.461119334515631_7.1417979716518785.png,0,0,0
13.5,50.0,10.992569337053343,6.906829907191312,train/a_13.5_50.0_10.992569337053343_6.906829907191312.png,0,0,0
13.5,50.5,10.438327024175104,5.220362502965332,train/a_13.5_50.5_10.438327024175104_5.220362502965332.png,0,0,0
13.5,51.0,10.772123759643886,5.344706936823167,train/a_13.5_51.0_10.772123759643886_5.344706936823167.png,0,0,0
13.5,51.5,9.495536180329871,7.40717198353368,train/a_13.5_51.5_9.495536180329871_7.40717198353368.png,0,0,0
13.5,52.0,8.536249547832275,6.233707764464008,train/a_13.5_52.0_8.536249547832275_6.233707764464008.png,0,0,0
13.5,52.5,9.816125660475898,7.476057506559281,train/a_13.5_52.5_9.816125660475898_7.476057506559281.png,0,0,0
13.5,53.0,8.296737236944642,5.336659697923884,train/a_13.5_53.0_8.296737236944642_5.336659697923884.png,0,0,0
13.5,53.5,9.559682883819866,7.800749469169908,train/a_13.5_53.5_9.559682883819866_7.800749469169908.png,0,0,0
13.5,54.0,9.387781626317237,5.795469956761757,train/a_13.5_54.0_9.387781626317237_5.795469956761757.png,0,0,0
13.5,54.5,7.041684748105364,6.855104532547269,train/a_13.5_54.5_7.041684748105364_6.855104532547269.png,0,0,0
13.5,55.0,9.075566055100564,6.319118476835904,train/a_13.5_55.0_9.075566055100564_6.319118476835904.png,0,1,0
13.5,55.5,9.207319088922432,11.476740536470956,train/a_13.5_55.5_9.207319088922432_11.476740536470956.png,0,1,0
13.5,56.0,9.993860443856418,5.525898359638863,train/a_13.5_56.0_9.993860443856418_5.525898359638863.png,0,0,0
13.5,56.5,8.737990119357637,4.618598663239412,train/a_13.5_56.5_8.737990119357637_4.618598663239412.png,0,1,0
13.5,57.0,7.930892088253334,8.055942466097006,train/a_13.5_57.0_7.930892088253334_8.055942466097006.png,0,0,0
13.5,57.5,9.438524129045181,7.292512314943211,train/a_13.5_57.5_9.438524129045181_7.292512314943211.png,0,0,0
13.5,58.0,8.655272821700395,7.422760805674732,train/a_13.5_58.0_8.655272821700395_7.422760805674732.png,0,0,0
13.5,58.5,11.110848901688401,6.6970537221433935,train/a_13.5_58.5_11.110848901688401_6.6970537221433935.png,0,1,0
13.5,59.0,9.30488002063829,9.740114862653206,train/a_13.5_59.0_9.30488002063829_9.740114862653206.png,0,0,0
13.5,59.5,8.47353755444223,6.56410322497122,train/a_13.5_59.5_8.47353755444223_6.56410322497122.png,0,0,0
13.5,60.0,6.755386150249967,7.9394895252277715,train/a_13.5_60.0_6.755386150249967_7.9394895252277715.png,0,0,0
13.5,60.5,9.2553801725654,7.8993784452237685,train/a_13.5_60.5_9.2553801725654_7.8993784452237685.png,0,0,0
13.5,61.0,5.743771320767617,7.469692031291102,train/a_13.5_61.0_5.743771320767617_7.469692031291102.png,0,0,0
13.5,61.5,11.51647434011866,6.3743673499581215,train/a_13.5_61.5_11.51647434011866_6.3743673499581215.png,0,1,0
13.5,62.0,9.09364911809614,7.346017002438017,train/a_13.5_62.0_9.09364911809614_7.346017002438017.png,0,0,0
13.5,62.5,6.458313646053842,7.1646819209540835,train/a_13.5_62.5_6.458313646053842_7.1646819209540835.png,0,0,0
13.5,63.0,7.9490231906209985,9.617578243446616,train/a_13.5_63.0_7.9490231906209985_9.617578243446616.png,0,0,0
13.5,63.5,7.142947971839074,5.540271906355148,train/a_13.5_63.5_7.142947971839074_5.540271906355148.png,0,0,0
13.5,64.0,6.912997113520127,7.604826120591857,train/a_13.5_64.0_6.912997113520127_7.604826120591857.png,0,0,0
13.5,64.5,7.899738269673365,7.32431974418924,train/a_13.5_64.5_7.899738269673365_7.32431974418924.png,0,1,0
13.5,65.0,4.8082602984833045,8.149091323578139,train/a_13.5_65.0_4.8082602984833045_8.149091323578139.png,0,0,0
13.5,65.5,6.2527205119088745,7.401365118737219,train/a_13.5_65.5_6.2527205119088745_7.401365118737219.png,0,0,0
13.5,66.0,6.762692971168628,8.194631509334009,train/a_13.5_66.0_6.762692971168628_8.194631509334009.png,0,0,0
13.5,66.5,6.881742230148198,10.206392374255463,train/a_13.5_66.5_6.881742230148198_10.206392374255463.png,0,0,0
13.5,67.0,7.323950000900049,9.100087925280597,train/a_13.5_67.0_7.323950000900049_9.100087925280597.png,0,0,0
13.5,67.5,7.520762537785677,7.726546203497245,train/a_13.5_67.5_7.520762537785677_7.726546203497245.png,0,0,0
13.5,68.0,7.716387709753234,8.327399533338633,train/a_13.5_68.0_7.716387709753234_8.327399533338633.png,0,0,0
13.5,68.5,5.697103882067281,6.824810174482387,train/a_13.5_68.5_5.697103882067281_6.824810174482387.png,0,0,0
13.5,69.0,6.128399669564748,8.238378507056298,train/a_13.5_69.0_6.128399669564748_8.238378507056298.png,0,0,0
13.5,69.5,5.415851972612315,7.923363812734686,train/a_13.5_69.5_5.415851972612315_7.923363812734686.png,0,0,0
13.5,70.0,7.069189545454587,7.649088713242096,train/a_13.5_70.0_7.069189545454587_7.649088713242096.png,0,0,0
13.5,70.5,4.67274135206948,10.607818225424662,train/a_13.5_70.5_4.67274135206948_10.607818225424662.png,0,0,0
13.5,71.0,5.598683198845683,7.925985020739188,train/a_13.5_71.0_5.598683198845683_7.925985020739188.png,0,0,0
13.5,71.5,3.3542489573674965,4.867951686331429,train/a_13.5_71.5_3.3542489573674965_4.867951686331429.png,0,1,0
13.5,72.0,5.285347682044198,4.8054464001511255,train/a_13.5_72.0_5.285347682044198_4.8054464001511255.png,0,1,0
13.5,72.5,7.002903304465828,9.64869558729527,train/a_13.5_72.5_7.002903304465828_9.64869558729527.png,0,0,0
13.5,73.0,5.909045634192791,9.28936661706443,train/a_13.5_73.0_5.909045634192791_9.28936661706443.png,0,0,0
13.5,73.5,5.085526278414902,10.230697204319743,train/a_13.5_73.5_5.085526278414902_10.230697204319743.png,0,0,0
13.5,74.0,4.600740703621633,9.713458283168627,train/a_13.5_74.0_4.600740703621633_9.713458283168627.png,0,0,0
13.5,74.5,9.55494269162453,10.737682551733187,train/a_13.5_74.5_9.55494269162453_10.737682551733187.png,0,1,0
13.5,75.0,3.8445789662509764,9.57141231429431,train/a_13.5_75.0_3.8445789662509764_9.57141231429431.png,0,0,0
13.5,75.5,5.685421707025755,9.536814979852688,train/a_13.5_75.5_5.685421707025755_9.536814979852688.png,0,0,0
13.5,76.0,4.807258656977089,9.685363605157278,train/a_13.5_76.0_4.807258656977089_9.685363605157278.png,0,0,0
13.5,76.5,4.254731290066601,9.978003279867528,train/a_13.5_76.5_4.254731290066601_9.978003279867528.png,0,0,0
13.5,77.0,5.4737824874171075,9.57219150663379,train/a_13.5_77.0_5.4737824874171075_9.57219150663379.png,0,0,0
13.5,77.5,5.196879286479833,9.829247832414005,train/a_13.5_77.5_5.196879286479833_9.829247832414005.png,0,0,0
13.5,78.0,2.0,8.905617864648205,train/a_13.5_78.0_2_8.905617864648205.png,0,0,0
13.5,78.5,4.379462402177366,9.203388800046213,train/a_13.5_78.5_4.379462402177366_9.203388800046213.png,0,0,0
13.5,79.0,4.0640045527816575,10.502536929658506,train/a_13.5_79.0_4.0640045527816575_10.502536929658506.png,0,0,0
